,symbol,Sector
5366,HTWR,
5367,WEDC,Industrials
5368,XWES,Finance
5369,EPAC,Industrials
5370,SLNG,Industrials
5371,ABVT,Telecommunications
5372,SMED,Healthcare
5373,DGI,Industrials
5374,SWI,Technology
5375,OPEN,Consumer Services
5376,UTA,Consumer Services
5377,CHNG,Energy
5378,IEC,Technology
5379,MYRX,
5380,NEP,Energy
5381,MYRX,Healthcare
5382,SPRT,Business Services
5383,ACCO,Technology
5384,MDSO,Healthcare
5385,SKBI,
5386,CBEH,
5387,CNR,Consumer Services
5388,CBEH,Non-Energy Materials
5389,SEV,Industrials
5390,SKBI,Healthcare
5391,WEX,Finance
5392,LOGM,Technology
5393,CALI,Consumer Cyclicals
5394,POWL,Industrials
5395,JST,Industrials
5396,RINO,Healthcare
5397,RINO,Business Services
5398,TFCO,Consumer Non-Cyclicals
5399,DEER,
5400,DEER,Consumer Non-Cyclicals
5401,CEU,Consumer Non-Cyclicals
5402,CONM,Healthcare
5403,RCON,
5404,GSM,
5405,CRTP,
5406,RCON,Energy
5407,GSM,Non-Energy Materials
5408,CRTP,Industrials
5409,ASPS,
5410,AVGO,Technology
5411,HTWR,Healthcare
5412,CMFO,
5413,CPIX,Healthcare
5414,EM,
5415,KITD,
5416,SIHI,Technology
5417,EM,Healthcare
5418,MITK,Finance
5419,HAWK,
5420,ATN,Energy
5421,KITD,Technology
5422,CMFO,Consumer Non-Cyclicals
5423,HAWK,Energy
5424,CFN,
5425,CFN,Healthcare
5426,YONG,Non-Energy Materials
5427,LIWA,
5428,PLAG,Consumer Non-Cyclicals
5429,TRIT,
5430,LIWA,Industrials
5431,CAGC,
5432,CAVO,Industrials
5433,TRIT,Industrials
5434,PUDA,
5435,PUDA,Industrials
5436,CAGC,Non-Energy Materials
5437,EPL,Energy
5438,AONE,Industrials
5439,VITC,Consumer Non-Cyclicals
5440,SEM,Healthcare
5441,PCGR,Consumer Non-Cyclicals
5442,REN,Energy
5443,CGNX,Industrials
5444,ROK,Industrials
5445,ADEP,Industrials
5446,CPHI,Healthcare
5447,IRDM,Telecommunications
5448,TLCR,Healthcare
5449,ECHO,Industrials
5450,VRSK,Business Services
5451,MG,Business Services
5452,LTBR,Business Services
5453,RA,Industrials
5454,WWIN,Healthcare
5455,CNGL,Consumer Non-Cyclicals
5456,DRWI,Technology
5457,SHS,Industrials
5458,QKLS,
5459,AGAM,
5460,QKLS,Consumer Non-Cyclicals
5461,AGAM,Healthcare
5462,DOLE,Consumer Non-Cyclicals
5463,ASPS,Finance
5464,GURE,Non-Energy Materials
5465,ADGE,Utilities
5466,ADUS,
5467,VSI,Consumer Non-Cyclicals
5468,ADUS,Healthcare
5469,FTFT,Consumer Non-Cyclicals
5470,YUII,Consumer Non-Cyclicals
5471,HHT,Non-Energy Materials
5472,ICLK,Business Services
5473,ERN,
5474,H,Consumer Services
5475,ACOM,Technology
5476,DYP,
5477,STRI,
5478,ERN,Energy
5479,DYP,Technology
5480,STRI,Industrials
5481,ZAGG,Technology
5482,CHOP,
5483,RUE,
5484,CVVT,
5485,CVVT,Industrials
5486,FTNT,
5487,ESA,Industrials
5488,CO,Healthcare
5489,EDS,Consumer Cyclicals
5490,FLNT,Business Services
5491,UEI,Consumer Services
5492,FTNT,Technology
5493,CLD,Energy
5494,ARCL,Consumer Non-Cyclicals
5495,GTEC,Industrials
5496,RINO,Industrials
5497,CXDC,
5498,CHOP,Non-Energy Materials
5499,CXDC,Non-Energy Materials
5500,PPIH,Non-Energy Materials
5501,SHS,Consumer Cyclicals
5502,CBPO,Healthcare
5503,XING,Non-Energy Materials
5504,TAT,
5505,TAT,Energy
5506,AOL,Business Services
5507,CIT,Finance
5508,CIE,Energy
5509,TMH,Healthcare
5510,COHN,Finance
5511,CXPO,Energy
5512,FTLK,Technology
5513,ABCD,Consumer Non-Cyclicals
5514,KRA,Non-Energy Materials
5515,ITP,
5516,CNYD,
5517,PPC,Consumer Non-Cyclicals
5518,SEII,
